Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00   12385/12385       std::_Rb_tree_const_iterator<std::string>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::string> const&) [21]
                0.00    0.00   12385/12385       std::pair<std::_Rb_tree_const_iterator<std::string>, bool>::pair(std::_Rb_tree_const_iterator<std::string> const&, bool const&) [24]
-----------------------------------------------
                0.00    0.00   12385/12385       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique(std::string const&) [25]
[23]     0.0    0.00    0.00   12385         std::pair<std::_Rb_tree_iterator<std::string>, bool>::pair(std::_Rb_tree_iterator<std::string> const&, bool const&) [23]
-----------------------------------------------
                0.00    0.00   12385/12385       std::set<std::string, std::less<std::string>, std::allocator<std::string> >::insert(std::string const&) [22]
[24]     0.0    0.00    0.00   12385         std::pair<std::_Rb_tree_const_iterator<std::string>, bool>::pair(std::_Rb_tree_const_iterator<std::string> const&, bool const&) [24]
-----------------------------------------------
                0.00    0.00   12385/12385       std::set<std::string, std::less<std::string>, std::allocator<std::string> >::insert(std::string const&) [22]
[25]     0.0    0.00    0.00   12385         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique(std::string const&) [25]
                0.00    0.00   73049/146298      std::_Identity<std::string>::operator()(std::string const&) const [8]
                0.00    0.00   73049/73149       std::less<std::string>::operator()(std::string const&, std::string const&) const [11]
                0.00    0.00   60670/60670       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_key(std::_Rb_tree_node<std::string> const*) [12]
                0.00    0.00   30394/30496       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_left(std::_Rb_tree_node_base*) [14]
                0.00    0.00   30276/30378       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_right(std::_Rb_tree_node_base*) [15]
                0.00    0.00   12385/12388       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_begin() [20]
                0.00    0.00   12385/12493       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_end() [17]
                0.00    0.00   12385/17697       std::_Rb_tree_iterator<std::string>::_Rb_tree_iterator(std::_Rb_tree_node<std::string>*) [16]
                0.00    0.00   12385/12385       std::pair<std::_Rb_tree_iterator<std::string>, bool>::pair(std::_Rb_tree_iterator<std::string> const&, bool const&) [23]
                0.00    0.00   12379/12479       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_key(std::_Rb_tree_node_base const*) [18]
                0.00    0.00    5210/5210        std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::begin() [27]
                0.00    0.00    5210/5210        std::_Rb_tree_iterator<std::string>::operator==(std::_Rb_tree_iterator<std::string> const&) const [26]
                0.00    0.00    5204/5204        std::_Rb_tree_iterator<std::string>::operator--() [28]
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::string const&) [51]
-----------------------------------------------
                0.00    0.00    5210/5210        std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique(std::string const&) [25]
[26]     0.0    0.00    0.00    5210         std::_Rb_tree_iterator<std::string>::operator==(std::_Rb_tree_iterator<std::string> const&) const [26]
-----------------------------------------------
                0.00    0.00    5210/5210        std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique(std::string const&) [25]
[27]     0.0    0.00    0.00    5210         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::begin() [27]
                0.00    0.00    5210/17697       std::_Rb_tree_iterator<std::string>::_Rb_tree_iterator(std::_Rb_tree_node<std::string>*) [16]
-----------------------------------------------
                0.00    0.00    5204/5204        std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique(std::string const&) [25]
[28]     0.0    0.00    0.00    5204         std::_Rb_tree_iterator<std::string>::operator--() [28]
-----------------------------------------------
                0.00    0.00       7/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [92]
                0.00    0.00      20/726         void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [74]
                0.00    0.00      34/726         void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [129]
                0.00    0.00      34/726         void std::__move_median_first<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [90]
                0.00    0.00     235/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [91]
                0.00    0.00     396/726         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [60]
[29]     0.0    0.00    0.00     726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00      76/710         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::_Rb_tree_const_iterator<std::string>, std::string*>(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::string*) [121]
                0.00    0.00     102/710         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
                0.00    0.00     102/710         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
                0.00    0.00     127/710         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [69]
                0.00    0.00     303/710         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [75]
[30]     0.0    0.00    0.00     710         std::string* std::__addressof<std::string>(std::string&) [30]
-----------------------------------------------
                0.00    0.00     202/405         __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [42]
                0.00    0.00     203/405         void std::_Construct<std::string, std::string>(std::string*, std::string const&) [41]
[31]     0.0    0.00    0.00     405         operator new(unsigned int, void*) [31]
-----------------------------------------------
                0.00    0.00     303/303         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [75]
[32]     0.0    0.00    0.00     303         void std::_Destroy<std::string>(std::string*) [32]
-----------------------------------------------
                0.00    0.00       2/264         bool __gnu_cxx::operator==<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [109]
                0.00    0.00       6/264         std::_Iter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [93]
                0.00    0.00      16/264         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
                0.00    0.00      20/264         bool __gnu_cxx::operator< <std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [73]
                0.00    0.00      64/264         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [62]
                0.00    0.00     156/264         bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [58]
[33]     0.0    0.00    0.00     264         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [33]
-----------------------------------------------
                0.00    0.00     116/248         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [91]
                0.00    0.00     132/248         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [60]
[34]     0.0    0.00    0.00     248         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator--() [34]
-----------------------------------------------
                0.00    0.00       1/206         std::allocator<std::string>::~allocator() [116]
                0.00    0.00     205/206         std::allocator<std::string>::~allocator() [37]
[35]     0.0    0.00    0.00     206         __gnu_cxx::new_allocator<std::string>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00       1/205         std::allocator<std::string>::allocator() [114]
                0.00    0.00     204/205         std::allocator<std::string>::allocator<std::_Rb_tree_node<std::string> >(std::allocator<std::_Rb_tree_node<std::string> > const&) [40]
[36]     0.0    0.00    0.00     205         __gnu_cxx::new_allocator<std::string>::new_allocator() [36]
-----------------------------------------------
                0.00    0.00       1/205         _fu0___ZSt3cin [2]
                0.00    0.00     102/205         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
                0.00    0.00     102/205         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
[37]     0.0    0.00    0.00     205         std::allocator<std::string>::~allocator() [37]
                0.00    0.00     205/206         __gnu_cxx::new_allocator<std::string>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00     102/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
                0.00    0.00     102/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
[38]     0.0    0.00    0.00     204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::get_allocator() const [38]
                0.00    0.00     204/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_Node_allocator() const [39]
                0.00    0.00     204/204         std::allocator<std::string>::allocator<std::_Rb_tree_node<std::string> >(std::allocator<std::_Rb_tree_node<std::string> > const&) [40]
-----------------------------------------------
                0.00    0.00     204/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::get_allocator() const [38]
[39]     0.0    0.00    0.00     204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_Node_allocator() const [39]
-----------------------------------------------
                0.00    0.00     204/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::get_allocator() const [38]
[40]     0.0    0.00    0.00     204         std::allocator<std::string>::allocator<std::_Rb_tree_node<std::string> >(std::allocator<std::_Rb_tree_node<std::string> > const&) [40]
                0.00    0.00     204/205         __gnu_cxx::new_allocator<std::string>::new_allocator() [36]
-----------------------------------------------
                0.00    0.00      76/203         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::_Rb_tree_const_iterator<std::string>, std::string*>(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::string*) [121]
                0.00    0.00     127/203         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [69]
[41]     0.0    0.00    0.00     203         void std::_Construct<std::string, std::string>(std::string*, std::string const&) [41]
                0.00    0.00     203/405         operator new(unsigned int, void*) [31]
-----------------------------------------------
                0.00    0.00     100/202         void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [56]
                0.00    0.00     102/202         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
[42]     0.0    0.00    0.00     202         __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [42]
                0.00    0.00     202/405         operator new(unsigned int, void*) [31]
-----------------------------------------------
                0.00    0.00      15/187         void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [129]
                0.00    0.00      60/187         void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [135]
                0.00    0.00     112/187         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [91]
[43]     0.0    0.00    0.00     187         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [43]
-----------------------------------------------
                0.00    0.00      77/154         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::_Rb_tree_const_iterator<std::string>, std::string*>(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::string*) [121]
                0.00    0.00      77/154         std::iterator_traits<std::_Rb_tree_const_iterator<std::string> >::difference_type std::__distance<std::_Rb_tree_const_iterator<std::string> >(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::input_iterator_tag) [128]
[44]     0.0    0.00    0.00     154         std::_Rb_tree_const_iterator<std::string>::operator!=(std::_Rb_tree_const_iterator<std::string> const&) const [44]
-----------------------------------------------
                0.00    0.00      76/152         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::_Rb_tree_const_iterator<std::string>, std::string*>(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::string*) [121]
                0.00    0.00      76/152         std::iterator_traits<std::_Rb_tree_const_iterator<std::string> >::difference_type std::__distance<std::_Rb_tree_const_iterator<std::string> >(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::input_iterator_tag) [128]
[45]     0.0    0.00    0.00     152         std::_Rb_tree_const_iterator<std::string>::operator++() [45]
-----------------------------------------------
                0.00    0.00       1/110         _fu3___ZSt4cout [253]
                0.00    0.00      32/110         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [86]
                0.00    0.00      77/110         _fu5___ZSt4cout [255]
[46]     0.0    0.00    0.00     110         std::vector<std::string, std::allocator<std::string> >::size() const [46]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
[47]     0.0    0.00    0.00     102         __gnu_cxx::new_allocator<std::string>::destroy(std::string*) [47]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_put_node(std::_Rb_tree_node<std::string>*) [53]
[48]     0.0    0.00    0.00     102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::deallocate(std::_Rb_tree_node<std::string>*, unsigned int) [48]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_node() [52]
[49]     0.0    0.00    0.00     102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::allocate(unsigned int, void const*) [49]
                0.00    0.00     102/102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::max_size() const [50]
-----------------------------------------------
                0.00    0.00     102/102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::allocate(unsigned int, void const*) [49]
[50]     0.0    0.00    0.00     102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::max_size() const [50]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique(std::string const&) [25]
[51]     0.0    0.00    0.00     102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::string const&) [51]
                0.00    0.00     102/12493       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_end() [17]
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
                0.00    0.00     102/17697       std::_Rb_tree_iterator<std::string>::_Rb_tree_iterator(std::_Rb_tree_node<std::string>*) [16]
                0.00    0.00     100/12479       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_key(std::_Rb_tree_node_base const*) [18]
                0.00    0.00     100/146298      std::_Identity<std::string>::operator()(std::string const&) const [8]
                0.00    0.00     100/73149       std::less<std::string>::operator()(std::string const&, std::string const&) const [11]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
[52]     0.0    0.00    0.00     102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_node() [52]
                0.00    0.00     102/102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::allocate(unsigned int, void const*) [49]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
[53]     0.0    0.00    0.00     102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_put_node(std::_Rb_tree_node<std::string>*) [53]
                0.00    0.00     102/102         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::deallocate(std::_Rb_tree_node<std::string>*, unsigned int) [48]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::string const&) [51]
[54]     0.0    0.00    0.00     102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node(std::string const&) [54]
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_node() [52]
                0.00    0.00     102/710         std::string* std::__addressof<std::string>(std::string&) [30]
                0.00    0.00     102/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::get_allocator() const [38]
                0.00    0.00     102/202         __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [42]
                0.00    0.00     102/205         std::allocator<std::string>::~allocator() [37]
-----------------------------------------------
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_erase(std::_Rb_tree_node<std::string>*) [102]
[55]     0.0    0.00    0.00     102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
                0.00    0.00     102/710         std::string* std::__addressof<std::string>(std::string&) [30]
                0.00    0.00     102/204         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::get_allocator() const [38]
                0.00    0.00     102/102         __gnu_cxx::new_allocator<std::string>::destroy(std::string*) [47]
                0.00    0.00     102/205         std::allocator<std::string>::~allocator() [37]
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_put_node(std::_Rb_tree_node<std::string>*) [53]
-----------------------------------------------
                0.00    0.00       8/100         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
                0.00    0.00      92/100         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [57]
[56]     0.0    0.00    0.00     100         void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [56]
                0.00    0.00     100/202         __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [42]
-----------------------------------------------
                0.00    0.00     100/100         _fu0___ZSt3cin [2]
[57]     0.0    0.00    0.00     100         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [57]
                0.00    0.00      92/100         void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [56]
                0.00    0.00       8/9           std::vector<std::string, std::allocator<std::string> >::end() [83]
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
-----------------------------------------------
                0.00    0.00       1/78          void std::sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [137]
                0.00    0.00      16/78          void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [129]
                0.00    0.00      61/78          void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [135]
[58]     0.0    0.00    0.00      78         bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [58]
                0.00    0.00     156/264         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [33]
-----------------------------------------------
                0.00    0.00      76/76          std::string* std::__uninitialized_copy<false>::__uninit_copy<std::_Rb_tree_const_iterator<std::string>, std::string*>(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::string*) [121]
[59]     0.0    0.00    0.00      76         std::_Rb_tree_const_iterator<std::string>::operator*() const [59]
-----------------------------------------------
                0.00    0.00      13/73          void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [129]
                0.00    0.00      60/73          void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [135]
[60]     0.0    0.00    0.00      73         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [60]
                0.00    0.00     396/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [29]
                0.00    0.00     132/248         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator--() [34]
                0.00    0.00     132/73548       bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
-----------------------------------------------
